V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
434359,397179,426513,409231,432667,461897,4100,462615,420564,422769,423846,430974,465436,440308,1
434308,397385,426564,409231,432359,461538,409385,462205,419897,422103,423641,430974,465231,440718,1
43441,397282,426513,409846,432667,461538,409795,462974,420769,422667,42359,431179,464769,440923,1
43441,397333,42641,410051,433487,462051,410308,463128,420718,423282,423795,431436,465077,440769,1
434154,397744,426462,409795,433641,462359,410256,462462,420205,423538,424103,431487,465949,441179,1
433538,397231,426359,409436,433282,462615,410513,462974,421744,423897,424205,431179,465795,441077,1
432974,39641,426103,408974,433077,463026,411128,464103,423282,424308,424205,430974,46559,439897,1
433077,396769,426051,409026,433231,462974,411538,464103,422667,424513,424308,431179,466154,439846,1
433795,397538,426462,409949,433333,462718,411333,463538,421846,424564,424308,431692,466103,440718,1
434205,397641,427026,410205,433231,462462,410821,463487,422256,424513,424154,4320,465385,440462,1
43359,396821,426821,409436,432872,461897,410667,463641,4220,424051,423846,431231,464821,43959,1
432513,395949,426103,408821,432718,461744,410513,463128,420718,423385,423128,430615,464256,439179,1
432154,396256,4260,408872,432769,462103,410308,463179,420667,423026,422667,430769,463949,438821,1
432615,397282,426513,409487,433231,462154,410513,464154,422615,423436,423385,430974,464513,438923,1
432974,397487,426821,409846,433538,462103,410923,464462,423231,424205,423744,430821,464974,439538,1
432513,396718,426462,409333,433385,462718,411333,4640,421436,423692,422974,430205,464615,439385,1
432564,397026,426462,409333,433128,463077,411487,463897,420821,422564,422769,430308,464462,43959,1
433897,398513,427231,410513,433436,462513,411231,463641,422154,423282,423949,431436,465282,440872,1
434872,399026,428256,411026,434103,46241,410667,462974,422051,424308,424821,432256,466103,441231,1
43441,398308,428154,410615,434103,462718,410513,462769,420821,4240,424462,431795,465897,440308,1
433795,397897,427128,410564,433538,462769,411026,463282,421436,423949,424205,431333,465692,440462,1
433795,3980,426564,410462,433641,463128,411282,463692,42241,42441,424308,43159,465641,440513,1
433282,397538,426462,410103,434308,46359,410923,463641,421538,423641,423641,431231,464513,439179,1
432667,39759,426308,410359,434462,463538,410513,463282,420513,422308,422718,430205,463487,438615,1
433231,399026,426256,411077,434359,462872,410256,463026,421641,422308,422718,429795,463538,438923,1
433846,399538,42641,411077,434256,462256,4100,463077,422513,423282,423179,430308,463795,439077,1
433385,398462,426513,410205,433538,462462,410256,4640,422205,423949,423436,430667,464205,439385,1
432974,3980,42641,409897,433179,462923,410821,464615,42241,424051,423744,430564,46441,43959,1
433231,398974,426513,410667,433744,462359,410513,463128,421487,423538,423538,430513,464154,439538,1
433282,399436,426615,411026,433949,461795,409692,461026,419128,422667,422872,430564,46359,439231,1
433077,398615,426359,410205,433641,462359,409949,461282,419077,422308,422359,430513,462769,438923,1
433282,397641,426051,409692,433333,462821,410923,462872,420821,422359,422308,43041,462615,439128,1
433744,398308,426615,410205,433231,462564,410872,463333,420974,422205,422359,430308,463282,439692,1
43441,400051,427692,410821,433744,462513,410256,463128,421026,422513,422615,430308,463436,440308,1
435641,400769,428154,411436,434308,462821,410513,463385,422564,423231,423487,430974,463897,441538,1
436513,400667,428256,411795,434154,462615,410667,463641,422821,423744,424462,431897,465179,442205,1
4360,400872,427949,411846,434103,462462,409949,462872,421077,423487,423949,431333,464821,440821,1
435128,400769,427436,411846,434256,463128,410205,462308,420359,42241,422667,430154,463282,439846,1
435231,400359,427436,411436,433897,463333,410974,462615,421128,42241,422769,430564,463385,440718,1
4360,400154,427897,411128,433949,462256,410513,462718,421487,423436,423846,431641,464513,441641,1
436103,400359,4280,411744,433949,461846,410256,462564,421026,423487,423744,431436,46441,441077,1
435231,40041,42759,411692,433385,462564,410718,462513,420564,422769,423231,430564,463538,440256,1
434974,400359,427385,410821,433282,463077,410769,462769,421077,422923,423744,430667,463897,440769,1
435949,400667,427846,411538,433795,463077,410615,463282,42241,423846,424205,431744,464923,442051,1
436718,401282,428462,412667,434256,463128,410564,463692,422615,424256,424205,432359,465282,442256,1
435949,400923,428256,412103,4340,463077,410513,463487,421385,423179,423077,43159,464462,441026,1
434667,399538,427795,411231,433333,462769,410308,462872,420667,421846,420821,430615,462923,439949,1
434308,399179,42759,411487,433231,462308,410051,462256,420769,421846,419436,430359,462103,43959,1
434103,399744,427026,4120,433795,46241,410154,462667,421436,422718,419436,430103,462462,439077,1
433692,399333,426462,411282,433846,463282,410513,463641,422205,423333,419487,4300,462564,438667,1
433641,398513,426359,410256,433436,463538,410615,463231,422256,423128,419231,430256,461897,438821,1
433487,398615,426359,410359,433333,463179,410821,463128,422359,423128,419128,430154,461744,439128,1
433026,399179,426359,410821,433692,463385,411282,464103,422256,423487,418974,430308,462308,438974,1
432718,398872,42641,410564,433487,463333,411282,463846,421179,423026,418974,430667,462564,438667,1
432872,398205,426462,410359,432769,462462,410718,462615,420718,421949,418821,430359,462308,438615,1
432923,398462,426462,410564,432769,462103,410359,462974,421487,422051,418154,429897,461949,438615,1
432974,398667,426718,410667,433333,462513,41041,464051,422308,422923,418256,430256,462205,438718,1
432974,398308,426718,410615,433077,462462,410256,463846,422051,422615,41841,430205,462308,438769,1
432872,398359,42641,410462,432615,461846,409692,462872,420615,421795,417949,429487,461538,43841,1
433179,398974,426564,410821,433077,461692,409385,462154,420051,421692,418051,429744,46159,438667,1
433897,399282,426872,41159,433436,461744,40959,461949,420667,42241,418718,430462,462308,438974,1
433641,398872,426615,411282,432974,461641,409282,461897,420821,422718,418462,430205,462103,438205,1
432615,398513,426256,410462,432564,461641,409128,462205,420718,422256,417744,429487,461487,43759,1
432513,398769,426308,410769,432769,461641,409795,462667,420718,421692,417641,429231,461436,437846,1
433128,399077,426462,411282,432923,461436,410308,462718,420154,421436,41759,429333,461231,437949,1
432872,398923,426462,410821,432564,461692,410718,462769,420205,421179,416974,429333,460872,437487,1
432154,39841,426359,410462,432513,462462,411333,463231,421282,421026,416154,429333,460718,437179,1
431897,398359,426256,410718,432821,462256,411077,4640,42241,422205,416462,429538,460872,437641,1
432359,398769,42641,410769,433077,461744,410462,464462,422718,423333,41759,4300,461538,438513,1
432513,398513,426615,410769,433128,462462,410769,463795,421538,422769,417846,430256,461692,438103,1
432205,397846,426872,410769,433128,462872,411128,462615,420615,421641,416974,429744,460872,437128,1
432154,398051,427026,410974,433231,462256,410769,462359,420872,421333,416513,429487,46041,437538,1
432103,398769,426667,411385,43359,46241,410462,462308,420718,42159,417128,429846,461026,438205,1
431949,398821,426256,411333,433949,462769,410256,46241,421128,4220,417538,4300,461744,437949,1
431692,398308,426154,410718,433744,462103,409949,463077,421692,422462,417487,429795,461744,43759,1
431436,398359,426103,410564,433128,461538,409692,462974,420974,422051,417231,429744,461487,437436,1
431282,398308,426308,410564,432769,461641,40959,462462,420462,421282,416769,429641,461231,437128,1
431692,397846,42641,410308,432974,461641,409795,462615,421077,421282,416667,429333,460872,437128,1
4320,398051,425641,410103,433026,462308,410154,463231,421692,422154,417077,429128,460974,437282,1
431538,398462,424615,40959,433077,463077,410667,463846,421949,422769,417282,428923,461641,437385,1
431692,398103,424821,409385,433487,462615,410769,4640,422308,422718,417333,428974,461949,437744,1
43241,397949,425744,409692,432974,461538,409744,463179,421897,422564,417385,429179,461641,437744,1
432103,397846,425487,409179,4320,460821,408667,462205,421231,422103,416615,428769,461026,437026,1
430974,39759,424923,408718,432462,460821,408667,462103,421128,422103,416051,428308,460513,436462,1
430667,398154,424205,409077,433436,461385,409231,462513,421333,422564,41641,428256,460667,43641,1
430513,398308,42359,408821,433128,461692,409128,462821,421385,422564,416718,428308,461128,436667,1
430154,397231,424154,408308,432872,461692,409026,463077,421128,422359,417077,428564,461179,436923,1
430769,396923,424872,408872,433282,461949,409436,463231,421077,422359,417487,429231,460872,437026,1
43159,397795,425436,409231,433077,4620,409385,462923,421077,422359,417385,429795,460974,437641,1
431487,398103,426051,409077,432974,461538,409333,463128,421897,422667,417795,430308,461692,438205,1
430974,397897,425795,409077,433179,462051,410051,464462,423179,42359,418769,430564,462308,437692,1
430718,398154,425333,409179,433128,462513,410872,465179,423077,424051,418718,430462,462256,437231,1
430923,398462,426051,409179,433026,4620,410718,464564,422564,424051,418154,430256,462154,437692,1
431128,397795,426462,408769,433077,461897,410513,464154,4220,423487,418103,430154,462103,438103,1
431231,397282,425846,408564,433231,462359,410821,464205,421487,422769,418051,430205,4620,438103,1
431179,397641,425333,409026,433385,461949,410359,46359,421744,422974,417897,430205,461949,43759,1
430821,397949,424923,409128,433436,461282,409795,462872,421897,423231,417641,429436,461897,437077,1
430769,397897,424821,408923,433538,461487,4100,462718,420769,422872,417026,428615,461846,437128,1
431077,397692,425026,409026,433436,461692,410103,462667,41959,421897,416359,428872,461077,436872,1
430667,397487,424667,409077,433026,461385,409795,462462,419897,421026,415846,428872,459949,435846,1
430359,398103,424667,409026,433385,461282,409949,462718,420821,421385,416154,428923,460462,436462,1
431179,398923,425436,409128,433692,461897,410718,463333,421487,422872,417487,42959,462051,437897,1
431231,398308,426154,409077,432974,462359,411128,463949,421846,423385,417795,429897,462205,43759,1
430564,397538,426359,409026,432615,462103,410667,464103,421795,422513,417026,429538,461436,436667,1
430872,398103,426205,409128,432821,461795,410256,463641,421436,422513,417282,429385,461487,437179,1
431538,398769,426256,408974,433026,461897,410308,463641,421897,42359,41841,429897,462154,438564,1
431385,398769,426513,409026,433077,462154,410256,464359,422667,424154,418564,430513,462667,438615,1
430462,398462,425846,409026,432923,462103,409795,464256,422205,423385,4180,430103,462205,437231,1
429846,397949,425128,408462,432872,461897,409692,463436,421744,422769,417641,429231,461128,436462,1
429436,397282,424769,4080,433077,461487,409949,462974,421641,422923,417282,429077,460462,435949,1
428769,397077,423897,407744,432718,460872,409692,462513,420256,422256,416974,428872,460462,435487,1
428667,396923,423487,407385,4320,46041,408923,462154,419179,420872,416923,428513,460667,436154,1
429385,396821,42441,407487,432256,460667,408923,462256,420359,420923,417026,428821,460769,436923,1
42959,397333,425128,408051,432718,461128,409795,462462,420923,421949,416923,428872,460513,436154,1
429128,39759,424769,408103,432462,461179,410154,462564,420256,42159,416308,428513,459897,43559,1
429231,397333,424564,408051,432462,461487,409846,462718,421026,421385,416513,428769,460205,436667,1
430154,397692,425128,408615,432923,461795,409949,462872,422256,422615,417641,429436,461333,437333,1
430615,398359,425692,408872,432923,461692,410308,463333,4220,423385,418256,429846,4620,437128,1
430359,398308,425949,408974,432718,461641,410205,463487,42159,423231,418205,430154,462205,437333,1
430564,398564,426051,409231,432872,46159,410256,463077,421846,423077,418308,43041,46241,437795,1
430718,398615,425692,408615,432974,461744,410513,463179,421744,423282,418462,430462,462359,437538,1
429949,397949,424923,408051,432872,461795,410359,463795,421744,423538,418359,430103,46241,437179,1
42959,397795,424769,408769,432667,461692,410103,463282,421385,423333,418051,429282,462359,436923,1
4300,397949,425026,408923,432769,461538,40959,461846,419949,422308,41759,428615,461436,436308,1
429487,39759,424718,408256,433077,461538,408923,461692,420051,421487,417128,428667,460667,435897,1
429128,397385,424667,408718,433385,461385,408974,462718,421128,421641,417179,428872,460872,43641,1
42959,397744,425128,409282,433333,461231,409692,462513,420256,421846,416923,428667,461179,436821,1
429846,398205,424974,409026,433179,461179,409795,461744,419436,421846,416462,428308,460974,436154,1
429897,398974,424667,409231,433333,461026,409128,46241,420615,421846,416564,427744,460821,435436,1
42959,398923,425026,409487,433487,461487,408821,463231,421487,422359,417282,427436,461231,435795,1
429538,398564,425282,409128,433487,461897,409282,463026,421487,423282,417795,428462,462205,436821,1
430051,399077,425179,409333,433026,460923,409641,46241,421026,422923,418154,429846,462513,436923,1
429949,399026,42559,409744,432462,460103,409333,461744,419744,421487,418051,429744,461641,4360,1
429487,398564,426205,409641,432667,460718,408974,461179,419744,421333,417231,428923,461282,435949,1
429795,398872,426154,409487,433385,461487,409231,461436,420615,421897,417231,428923,46159,436667,1
430103,398974,425487,409333,433385,461385,409487,461333,419795,421641,417641,428974,46159,436615,1
429795,398462,425179,409282,433282,461333,409436,461077,419641,421436,417077,429179,46159,436308,1
430256,398821,425897,409949,434051,461795,409949,461795,421026,422308,417179,429897,462154,437026,1
430923,39959,426615,410564,434462,462051,410154,462462,421179,423026,418205,429897,462513,437385,1
43041,399487,426513,410205,434154,461897,409436,462154,420205,422462,417641,428974,4620,436308,1
